Country Name,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),Adjusted savings: natural resources depletion (% of GNI),Adjusted savings: net forest depletion (% of GNI),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)","Annual freshwater withdrawals, total (% of internal resources)",CO2 emissions (metric tons per capita),"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Control of Corruption: Estimate,Cooling Degree Days,Economic and Social Rights Performance Score,Energy intensity level of primary energy (MJ/$2017 PPP GDP),"Fertility rate, total (births per woman)",Food production index (2014-2016 = 100),Forest area (% of land area),GDP growth (annual %),Government Effectiveness: Estimate,"Government expenditure on education, total (% of government expenditure)",Heat Index 35,Heating Degree Days,Individuals using the Internet (% of population),"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Land Surface Temperature,"Life expectancy at birth, total (years)","Mammal species, threatened",Methane emissions (metric tons of CO2 equivalent per capita),"Mortality rate, under-5 (per 1,000 live births)",Net migration,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Political Stability and Absence of Violence/Terrorism: Estimate,Population ages 65 and above (% of total population),Population density (people per sq. km of land area),Prevalence of undernourishment (% of population),Proportion of seats held by women in national parliaments (%),Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Regulatory Quality: Estimate,Renewable energy consumption (% of total final energy consumption),Rule of Law: Estimate,"School enrollment, primary (% gross)","School enrollment, primary and secondary (gross), gender parity index (GPI)",Scientific and technical journal articles,Standardised Precipitation-Evapotranspiration Index,Strength of legal rights index (0=weak to 12=strong),Terrestrial and marine protected areas (% of total territorial area),Tree Cover Loss (hectares),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Voice and Accountability: Estimate
Guinea,1.0,46.8138694763184,5.11555230156016,5.11555230156016,59.5718704216181,27.3199176325348,0.3938053097345133,0.3436461508624701,57.9601248878216,-1.00541496276855,5473.1,1.717827193,5.28,4.489,144.8,25.024418036789843,4.699999999909295,-0.941579163074493,11.9496955871582,4.48,0.0,34.68012393,53.489,31.3123838,59.327,30.0,1.2732379208328748,98.7,-4364.0,0.5166494410174574,52.51253174,-0.864391386508942,3.3868105650427,55.0704297574475,12.9,29.6296296296296,66.53744133850235,-1.05010461807251,65.53,-1.10235893726349,97.9625549316406,0.804893851280212,40.7,-0.707024168,6.0,26.1257586943211,167377.0,5.403,-1.07498741149902
Guinea-Bissau,1.0,35.7637939453125,10.4138191581412,10.4138191581412,28.98684210526316,30.863244751850505,1.09375,0.1632083689679873,57.6206587004614,-1.18539381027222,6587.94,1.806144518,8.41,4.094,122.25,70.11273115220484,3.500049591905864,-1.48615753650665,,23.34,0.0,35.15498736,56.6,30.6575292,59.999,14.0,0.6256070562567838,74.3,-1394.0,0.3799239806173939,54.06829369,-0.394830405712128,2.79939558335334,73.28310810810811,37.9,13.7254901960784,77.02819854042211,-1.32148897647858,87.26,-1.45421802997589,,,14.4,-0.915476808,6.0,13.3744316602384,13685.0,3.119,-0.39475405216217
Guyana,82.0,92.8982315063477,29.52795780667295,2.33659035622939,5.298450596901194,10.029835921980824,0.5994605809128631,3.472771016630666,17.4113260046723,-0.295775651931763,4827.94,2.143433808,2.16,2.418,111.69,93.50334417068837,63.368438961576175,-0.265898406505585,16.1520805358887,0.0,0.02,84.79357266,53.33,26.1874846,68.486,11.0,2.3163469183469183,27.7,802.0,0.7114147694059975,20.10090382,0.0270621627569199,6.04708718743806,4.087208534417069,2.5,35.3846153846154,63.38107048563886,-0.527693390846252,11.97,-0.313648909330368,90.4738388061523,,19.58,2.241750409,3.0,5.16456814462223,9537.0,10.332,0.191786617040634
Haiti,4.3,47.1803321838379,0.327281322722916,0.327281322722916,65.13062409288824,20.27534931187114,11.14784346890136,0.2838150242495644,24.6562332642119,-1.45903766155243,4887.88,1.927183268,5.31,2.869,77.85,12.488751814223512,-1.681983975491164,-2.22696566581726,13.124044418335,0.32,0.0,38.94501834,66.738,30.1855751,64.052,4.0,0.4602201115947827,58.6,-33872.0,0.1356163060621656,19.03230796,-1.4062956571579,4.43311488222377,415.3689767779391,45.0,2.54237288135593,86.76682093271629,-1.31438434123993,76.31,-1.37736070156097,,,40.2,-0.527843399,2.0,2.76607525267894,2414.0,14.857,-1.19199299812317
Heavily indebted poor countries (HIPC),14.966349278492848,48.04843016403988,8.210033786881892,2.9891082054429075,40.65161628548383,21.4626318308819,2.8221885361803105,0.2684710529884467,49.33665375522307,,,,5.964586521273213,4.691540376483348,,26.93475696835593,4.566047996358407,,13.8535928726196,,,28.488517801403635,68.26053162316943,,62.76172018146169,799.0,0.7590510693308222,64.86172563097037,60641.0,0.4560170269190404,40.673469658457286,,2.917659646298759,44.40150197358704,23.88305727631544,26.57920310981536,81.38279273383634,,75.90825879376479,,101.547393798828,0.923500001430511,13062.13,,5.076923076923077,14.955716988846833,,4.944000070610028,
High income,99.98797651744144,99.97833877285184,0.8488812518409007,0.0076922412387496,34.826857224594,1.2813655212370672,8.529125873571537,8.74996511125994,6.573843305803846,,,,3.655706259006207,1.5337379245455534,,29.840878601386684,2.7859524054781843,,11.03732538223265,,,90.16900254365632,74.5503667551934,,80.0808652638566,568.0,1.441400851949019,4.9,788160.0,0.5562333844564445,14.346843548044612,,18.57397011850815,35.196879651435246,2.6491854073056627,30.83823671264589,80.42826802697307,,13.98145570206544,,99.8471603393555,0.996389985084534,1582672.7220019498,,5.6,17.517154827008458,,4.525817346670948,
Honduras,49.5,94.131591796875,0.3236784202379211,0.0,31.959960675663595,12.572485732047308,1.7725568056474743,0.872911171700029,10.683423692717,-1.00207138061523,4047.33,2.173408268,4.4,2.394,107.0,56.6476896952364,3.997949814682883,-0.866467356681824,13.5041408538818,2.25,9.79,48.08351858,64.175,27.4375775,71.462,8.0,0.7647999812878448,16.6,-6199.0,0.3086310217893859,22.87512366,-0.552035331726074,4.117187885154,91.86115828045402,18.7,27.34375,66.02472469292672,-0.485292732715607,50.09,-1.01709938049316,83.8005599975586,,104.7,-0.538725762,8.0,10.9936151769151,69498.0,6.784,-0.491803079843521
Hungary,100.0,100.0,0.319632177340444,0.0,55.26724304185843,3.237567686146646,77.87666666666667,4.591652907047882,1.97689691169873,-0.103074185550213,644.64,2.371213202,3.52,1.59,74.66,22.480349550734164,4.554556641622895,0.534344553947449,10.3632917404175,0.0,4822.52,90.46084106,76.865,18.6557123,75.56829268292685,3.0,0.7134501183520375,4.0,9042.0,0.6650635348239293,16.49434933,0.635951280593872,20.0974558160559,106.39810431733508,2.5,14.070351758794,78.59743134228383,0.406537681818008,14.76,0.423674017190933,101.455070495605,0.989939987659454,7478.17,-1.252558838,9.0,22.6009046343251,13753.0,4.091,0.422079831361771
IBRD only,81.67820485461512,99.10323062025498,2.431764952739797,0.0435238068466362,35.917662587009,8.110465571033364,9.463536236605934,4.304955532569818,13.183854523574208,,,,5.1468059913263575,1.867037263745137,,33.92054574833605,3.5819850327034857,,13.3604431152344,,,65.7960623896392,65.51601754415593,,73.3793146107883,1627.0,1.0670092001552125,21.35902436479041,-200387.0,0.3545673547329175,47.84046044902979,,9.276311099044484,68.96805407124708,7.92522653514565,25.257204740990307,65.9762271871219,,17.91946783830399,,103.735008239746,1.00408005714417,1366703.1112253952,,5.6716417910447765,13.688105453320944,,5.325910734142388,
IDA & IBRD total,66.73527841545669,90.0980679028731,2.570614712263501,0.1271463620468745,37.479641945236,8.915544590018397,9.095286810027442,3.298917540362133,21.0209723507562,,,,5.124539412631466,2.418926264507137,,31.706720749965307,3.628124186160449,,14.797553539276151,,,58.15644763148239,64.78574543308967,,70.82146154496989,2911.0,0.9863445316409458,41.32163138169603,-689611.0,0.3555735537380808,47.867208495292864,,7.794826727833089,69.69454026613214,11.032892448882984,24.46936323588306,66.68494741029923,,23.448792700582903,,101.600288391113,0.983709990978241,1418885.9859379537,,5.680851063829787,13.521722616672228,,5.270495767281913,
IDA blend,35.36686975648897,76.61974834507728,3.828719952332042,0.4157240908983137,44.97502749951365,21.775960298352608,16.37347591414959,0.7986126843578233,47.220481357574855,,,,5.450319795510057,4.132442119603488,,29.68061792313729,4.196196544088252,,15.0479040145874,,,39.3407954014584,59.65667281691459,,61.00628794155613,234.0,0.8068935302178228,78.82239500073369,-694545.0,0.3760852397722331,57.794150160468575,,3.5632520420448777,135.70517488048574,17.651078240808992,21.30096197892808,62.676096705280585,,61.82986387426045,,89.5606079101562,0.926079988479614,30091.87,,5.533333333333333,12.309937862118897,,4.990943269090924,
IDA only,21.693379761038702,60.12763358492556,4.820861371046807,1.8231141357028384,41.247263652798345,18.29172123404947,4.832523060194211,0.3779411636327888,42.15079734953099,,,,4.49331115277349,3.892719262234832,,24.54610684327684,4.214885973152221,,13.3417224884033,,,32.447262927778986,63.92336874641691,,65.10590483040733,1050.0,0.7417366078816249,59.03917317164838,205321.0,0.3495836804299104,43.04808843277392,,3.765365645261153,58.205741286961846,20.496384411091658,23.75620454807804,71.86781122056725,,67.30687002632568,,102.310173034668,0.955039978027344,22091.000000000007,,5.728813559322034,13.201501299065184,,5.135385070346782,
IDA total,26.21754955811756,65.58440632638832,4.403419197386924,1.2309566585444471,41.8987444834941,19.740183770206983,7.642384374867015,0.5171840069493993,43.98853413579716,,,,4.910363676225363,3.970717817475524,,25.44343716812332,4.206148616940865,,13.3417224884033,,,34.97432377315159,62.52560048963522,,63.748926085736,1284.0,0.7633036374542829,65.69729113866093,-489224.0,0.3583557324784751,47.94239861505607,,3.698465768758235,71.74989200360329,19.545896121464125,23.262032085561497,68.99107695377207,,64.67429222103297,,98.1437683105469,0.946439981460571,52182.86999999999,,5.6891891891891895,13.045695808048556,,5.090179066772662,
Iceland,100.0,100.0,0.0001123437567054,0.0001123437567054,18.56590300505802,4.259371254984946,0.1705882352941176,3.9474653648526594,4.96802300638093,1.56752812862396,0.0,2.563880311,12.48,1.72,102.07,0.5157522562729346,7.238089339764159,1.56327533721924,15.6139478683472,0.0,10973.46,99.68701957,86.528,2.43856423,83.06341463414634,6.0,1.405775079612403,2.6,2573.0,1.0059920401241051,5.698616135,1.26293528079987,14.5718618154248,3.694535356540712,2.5,47.6190476190476,89.25191384207778,1.30729651451111,82.79,1.70302581787109,98.5672912597656,0.985019981861115,683.91,0.571689048,4.0,2.86274817818378,0.0,3.051,1.42238974571228
India,71.1,99.5725250244141,1.62081061089854,0.16326686195924,60.04592642918885,16.730835514215116,44.77869986168741,1.576093231916481,24.166184366593,-0.321810871362686,4761.81,2.078114933,4.28,2.051,127.82,24.35982900520989,7.2396932808144925,0.370331406593323,14.6473617553711,56.3,936.43,46.31,55.356,31.8746559,70.15,93.0,0.4996140806588802,30.6,-34772.0,0.1998040415192111,83.19931634,-0.568608164787292,6.67232006787184,473.4187327416008,16.6,14.9446494464945,42.55684926154568,-0.0504464171826839,35.82,0.11470004171133,108.145172119141,0.991640269756317,149212.62,0.79531536,9.0,4.39560904389773,132748.0,4.668,0.0509058088064194
Indonesia,86.9,99.21,3.2330287366639103,0.0,34.1337419293713,12.39965921543055,11.028632288106206,2.0716589622147183,18.9256595520418,-0.434910655021667,4859.02,2.11695855,3.12,2.194,117.14,48.36194486812056,5.308595005436075,0.436999291181564,16.0678157806396,2.28,27.52,66.48461277,69.09,27.6245108,68.808,191.0,1.228563979566242,22.2,-24999.0,0.2780703563334928,19.37146134,-0.439423859119415,6.70951911634314,144.64738040148436,5.9,21.9130434782609,65.03411990185187,0.205959960818291,22.01,-0.188954651355743,100.644996643066,0.993399977684021,32553.79,1.697061732,6.0,5.26844355421237,841391.0,3.277,0.141518741846085
"Iran, Islamic Rep.",96.4,100.0,6.69689109182885,0.0,29.00893682588598,12.765315121686596,72.33463035019454,7.06335132057733,8.08917917585891,-1.12637281417847,2970.65,2.395198447,8.78,1.708,83.89,6.635211093990755,3.776631401529059,-0.882116675376892,22.6655006408691,15.06,2971.0,78.5957366,46.033,36.1253434,74.832,18.0,2.000705514535865,12.6,-156669.0,0.4550317383305591,38.01508315,-1.58643913269043,7.1076541617204,54.19009676425269,6.1,5.59440559440559,20.373177677344405,-1.59271132946014,1.03,-1.01707208156586,104.484008789062,1.03032994270325,57755.27,-2.843789654,2.0,7.66652224044465,21.0,8.734,-1.45943284034729
Iraq,99.3,100.0,11.543306969936436,0.0032687268343365,21.707883389230823,2.851425262053757,160.83522727272725,3.842177819743993,15.2968313867188,-1.21293413639069,5059.19,2.218268575,5.04,3.551,106.36,1.9003611837983263,7.008745222942565,-1.30191540718079,,38.47,1436.8,78.71561135,42.863,38.1250696,69.123,13.0,2.0188688737904923,24.5,71539.0,0.1278213533412048,48.46825216,-2.47392463684082,3.40286336318926,100.27824051892529,16.3,28.8753799392097,15.768606956208323,-1.18048512935638,1.08,-1.75057303905487,,,9814.39,-2.379461143,0.0,1.53132817932326,0.0,15.56,-0.948201417922974
Ireland,100.0,100.0,0.0995614547088342,0.0,62.95543620264189,1.1075504085398626,3.144489795918367,6.768227590182657,5.68459569024138,1.67444837093353,1.89,2.428728969,1.11,1.63,121.51,11.409783713165917,9.433022110233551,1.54913818836212,12.0236730575562,0.0,5455.6,95.16956667,76.758,12.4066632,82.55609756097562,5.0,3.059509708584016,3.1,15320.0,1.9201935757380275,7.854094218,0.881889522075653,14.5443326373668,73.06087966323123,2.5,23.125,85.04623776581387,1.63956081867218,13.69,1.5274144411087,99.9838485717773,1.04173004627228,8562.78,-0.099280109,7.0,4.04113649784499,8780.0,4.454,1.44950783252716
Israel,100.0,100.0,0.248413406721533,0.0,29.7365988909427,1.2610086498767514,170.13333333333333,6.3452160041670735,10.3180117827835,0.781038999557495,2827.96,2.470338357,2.34,2.9,105.48,6.469500924214418,6.832886635720925,1.23656439781189,18.4275074005127,2.92,1105.76,90.29689758,73.337,34.3117709,82.64878048780488,15.0,1.0636317717659058,3.4,16569.0,0.2919701029831472,19.75989688,-1.285315990448,11.8056892902926,433.0591497227357,2.5,23.3333333333333,88.5359859226619,1.20628762245178,5.61,0.94524872303009,96.2489776611328,1.01328003406525,13955.4,-1.346503964,6.0,10.5390870488769,29.0,3.352,0.674335539340973
Italy,100.0,100.0,0.0856169250540911,0.0097920986769744,41.94223159304335,1.8209391511062205,18.435616438356167,4.732372770799354,5.50478804647942,0.52778172492981,888.49,2.441058227,2.48,1.24,96.97,32.530899474835735,3.724549463477004,0.449057072401047,7.43716192245483,0.0,3894.55,85.06074504,65.758,20.3760802,82.19512195121952,8.0,0.7383832678730616,2.6,28021.0,0.2690102747780235,16.08828133,0.413505375385284,23.3720710799476,199.9654162594643,2.5,32.25,70.21486534764637,0.510931491851807,18.69,0.297009468078613,101.617156982422,0.990440011024475,85419.29,-1.485946012,2.0,14.5439513188323,28264.0,7.657,1.07030594348907
Jamaica,82.5,100.0,0.3174376305965261,0.0616610103811831,38.504155124653735,8.099365101753357,12.473436200683729,2.0690418077205086,8.97365890799868,-0.0233815424144268,5304.66,2.270814593,3.6,1.358,113.26,55.47306555863343,5.2215198473738695,0.604482173919678,17.4179000854492,0.78,0.0,82.36071561,70.752,27.4360138,71.869,7.0,0.2928369549956106,12.4,0.0,0.1452593801100255,15.28940246,0.379746347665787,7.04254715273581,261.0983379501385,8.3,28.5714285714286,81.03500600366817,0.190213531255722,11.43,-0.0719267576932907,90.7408676147461,,201.1,0.078827247,9.0,1.59735643238337,1485.0,5.377,0.588516116142273
Japan,100.0,100.0,0.0144323671117113,0.0,12.781893004115227,1.0175982173628813,18.232558139534884,8.031495869666802,10.2966193961317,1.53997182846069,998.27,2.465823625,3.29,1.33,100.27,68.40877914951989,0.9547369377813908,1.61974680423737,7.42792320251465,2.33,4740.88,82.91407928,81.266,15.3114993,84.56000000000002,29.0,0.2042064638328541,2.3,87584.0,0.1465092572528334,13.46980666,1.07391095161438,29.5831784516048,344.8054677640604,3.2,9.91379310344828,76.66601442388327,1.43877255916595,8.45,1.55824029445648,102.736831665039,1.0034099817276,101014.27,0.586897861,5.0,15.2354423763212,48452.0,2.649,1.01706731319427
Jordan,99.9,99.9,0.0553695484156391,0.020406850491882,11.521048719508077,4.812944854972897,138.09970674486803,1.919172426489797,10.01022905335,0.0730471760034561,3113.0,2.299459407,3.54,2.873,110.25,1.09804716534901,2.428073344657463,0.194713801145554,9.53586959838867,1.75,1798.38,85.999997,41.424,35.5630906,75.184,13.0,0.611059225228643,14.6,18092.0,0.1121689144594321,30.64558855,-0.296307682991028,3.61247670244304,125.55215442484852,,12.3076923076923,22.381020665041508,0.156793341040611,11.04,0.217172458767891,,1.00218999385834,3533.42,-1.823052105,11.0,4.4726104092758,0.0,19.05,-0.794852614402771
Kazakhstan,93.9,100.0,15.2460671057618,0.0,79.19246582953662,5.247144807300736,38.20512820512821,11.297743305942856,5.12469470440264,-0.185301154851913,1092.58,2.294327296,5.78,3.13,127.76,1.2904838315368377,3.200000000000003,0.143430486321449,24.0871315002441,0.12,7787.04,92.29685266,77.032,17.2494753,71.37,16.0,3.718846958567081,10.3,-12432.0,0.6183445717150221,20.29485447,-0.356833428144455,7.84405363269757,7.038184983516687,2.5,27.3584905660377,84.75661311752627,-0.0112340543419123,1.78,-0.474393337965012,100.911262512207,0.999840021133423,2970.6,-2.137336163,8.0,11.7370426759766,718.0,4.663,-1.06673884391785
Kenya,23.9,76.5424499511719,1.245341982371272,1.24088656344676,48.687493411111504,21.165716910252133,19.47826086956522,0.3740792193557545,48.2899120809572,-0.759701311588287,4837.52,1.895089232,5.12,3.397,112.38,6.3448184980848295,4.846634855770702,-0.300569444894791,17.9213333129883,5.01,98.98,28.75752799,74.071,37.6238866,62.675,30.0,0.7233225228129693,37.2,-17106.0,0.4033611945420459,21.61458718,-0.943087220191956,2.8030771107022,93.13282144990688,27.8,23.4285714285714,95.89603283173734,-0.380829960107803,72.5,-0.321951180696487,97.1864242553711,,1753.08,1.799403496,11.0,10.3488497461737,7564.0,5.601,-0.208831712603569
Kiribati,12.4,92.8336334228516,0.0239485407546956,0.0239485407546956,41.9753086419753,23.09328194710241,,0.449933972782553,21.6167598805556,0.236564710736275,5333.34,2.307428794,6.38,3.333,97.32,1.4567901234567904,1.5625,0.167575597763062,18.8985729217529,0.0,0.0,53.6270365,,30.6024565,67.266,2.0,0.1835315546839787,48.2,-296.0,0.0405210614962479,9.468882294,1.11602663993835,3.6856484282026,159.1037037037037,12.1,6.66666666666667,,-0.261825948953629,42.8,0.622418999671936,101.40503692627,,3.69,0.19755581,4.0,11.8183111046451,0.0,,1.09391689300537
"Korea, Dem. People's Rep.",12.5,52.6305618286133,,,21.551366165600864,,12.922089552238806,2.02714861876503,12.7943441218335,-1.60609889030457,560.57,,5.96,1.818,92.69,49.90333028818205,,-1.46298551559448,,0.0,7311.6,,81.824,13.188261,73.274,10.0,0.7014788645521419,15.4,-1589.0,0.1001276095568228,44.32957478,-0.412224322557449,11.1009496987084,215.69561498214435,45.5,17.6128093158661,87.38285513555559,-2.39301609992981,12.7,-1.66108667850494,93.1532287597656,,176.64,0.224538103,,1.26022202196055,13743.0,3.007,-2.02192330360413
"Korea, Rep.",100.0,100.0,0.0250258340350453,0.0,16.424180327868854,1.641647167633951,45.02235929067079,10.990029581428546,12.8287871492843,0.748461604118347,1060.86,2.573860662,5.32,0.837,101.21,64.31352459016394,2.612672191872264,1.34957349300385,12.8317098617554,0.44,4652.05,97.16855413,70.471,16.4376283,83.42682926829269,12.0,0.4242231032617933,2.9,0.0,0.1947825466272736,27.44033926,0.56241101026535,15.8290693238877,530.1729098360656,2.5,18.6440677966102,76.04646723569033,1.1452225446701,3.63,1.15970313549042,98.67578125,0.9964200258255,72490.44,0.109095079,5.0,5.86193513145444,17344.0,2.661,0.872202396392822
Kuwait,100.0,100.0,8.71641775407094,0.0003661350291993,8.417508417508419,0.4574732731488345,,21.16961025069924,7.08553117120388,0.127030700445175,6314.32,2.254308429,8.47,2.14,130.87,0.3507295173961841,8.860759493670884,0.112373597919941,,77.23,638.22,99.7,73.796,40.4061036,76.92,7.0,5.192275412779066,8.7,-254177.0,0.2171700441514671,60.96648013,0.28121742606163,3.98390576923981,238.50246913580247,2.5,6.25,55.39070227497527,0.21008063852787,0.1,0.280016601085663,,,1149.84,-2.633071087,1.0,10.7165091141497,0.0,2.124,-0.685681581497192
Kyrgyz Republic,78.2,99.6737289428711,9.235148880024184,0.0,54.04640250260688,10.935950911754048,15.751072961373392,1.379975379565039,10.4414310543389,-1.23002862930298,102.79,2.435289812,5.09,3.0,112.75,6.953180396246091,6.331752920051656,-0.889000654220581,19.7111740112305,0.0,11790.82,77.92035931,68.941,10.6294901,71.80000000000001,5.0,0.7393724374230611,17.4,-14307.0,0.3064181074180458,24.07288994,-0.54657906293869,4.26798253164187,35.31491136600626,4.8,20.4545454545455,67.71520036441395,-0.63258820772171,30.04,-1.14780843257904,94.1910552978516,1.00077998638153,193.64,-1.680091521,9.0,6.70567250331886,18.0,4.041,-0.723176777362823
Lao PDR,9.3,100.0,3.44411961128635,1.58947328341538,8.799826689774697,14.868882228227642,3.8602941176470575,2.6202834413044025,25.6405037340773,-0.96577912569046,3723.14,2.025840264,4.28,2.541,114.84,71.75476603119584,2.707426526431547,-0.595122039318085,9.07473659515381,10.76,136.37,62.0,61.965,25.6862573,68.497,45.0,1.094531711551727,42.5,-10303.0,0.4294167025188817,20.54733513,0.802727520465851,4.27857533111667,32.1709575389948,4.7,21.9512195121951,88.50641958130416,-0.987142562866211,50.01,-0.805023312568665,97.2226104736328,0.963008999824524,89.36,-0.27475461,6.0,18.6875605839355,317575.0,3.787,-1.65662670135498
Late-demographic dividend,84.83236006462502,99.41329347785695,2.211370000156923,0.0267593165477146,34.42115570929251,6.509711594097143,5.702395878660784,6.683855196053049,5.639034500513404,,,,5.773443536474836,1.4675387165530158,,39.54829543364143,3.173811871001945,,12.2463417053223,,,77.70906566498759,74.21147518139908,,76.72290643685626,800.0,1.2769154590797027,9.640481400623257,-128646.0,0.4363413636483184,36.71557176819674,,12.013631391856364,52.16802824405908,3.6006862548959084,23.333955572148582,80.34743867559159,,15.76804009301354,,101.822540283203,1.00885999202728,998358.8582839014,,6.416666666666667,15.1524871653426,,5.014444829622458,
Latin America & Caribbean,88.93736185383716,98.2593156525575,3.6682394506045566,0.0263035292884453,32.957395546878125,6.987532195448648,2.6648836076078712,2.210611359801639,13.267038593023647,,,,3.446882131199408,1.884075763494332,,46.3898778438244,3.8884489073758735,,13.5041408538818,,,76.15822296707198,68.12211616835661,,73.03847417054894,629.0,1.7351884131716784,15.9,-163087.0,0.6140713445640877,17.71615249793444,,8.795020244758662,32.6865984626065,6.787707192160003,35.73393348337083,68.79491484814886,,33.93294229599454,,103.66951751709,1.01661002635956,129867.13994076556,,5.242424242424242,22.9261678253818,,6.194195460341623,
Latin America & Caribbean (IDA & IBRD),88.83099704994002,98.21630992625887,3.682885194485915,0.02636130792952,32.83235546794199,7.256803238675184,2.616439459499427,2.221906007068424,13.386817964836446,,,,3.4460241726613803,1.894739865878484,,46.46612874511749,3.8960097183544207,,13.3140926361084,,,76.18852561481705,68.19092069200899,,72.92795484892605,595.0,1.7581143431870832,16.022406846570185,-150854.0,0.6242631399913202,17.77231191472217,,8.601275803445697,32.09956056671993,6.865155685964758,32.92464114832536,68.97828583030625,,34.256170722895526,,103.73592376709,1.01687002182007,127784.85000000002,,4.966666666666667,23.035142119718383,,6.275089671772752,
Latin America & Caribbean (excluding high income),88.08128404366344,98.12087083022752,3.314429738165241,0.0247063748340555,34.04437825543643,6.288045302975556,2.558251283267056,2.112544976143294,13.414458458517167,,,,3.466361729431751,1.8838141725658024,,46.774733635278295,3.742079117191864,,13.5041408538818,,,75.59261708172009,68.66359707269096,,72.83630331903487,518.0,1.6710336179833645,15.762002146837323,261813.0,0.628365868338986,17.478943260476946,,8.600041362937663,33.028731262017445,6.429345011429119,36.86489607390298,69.16509119870713,,34.89398731136243,,103.623908996582,1.0171799659729,117919.35000000003,,5.090909090909091,21.92984621195024,,6.082315935951648,
